,Post Office,Pin Code,Latitude,Longitude,City,VenueName,VenueLatitude,VenueLongitude,VenueCategory
1398,SEEPZ,400096,19.1253556,72.8751701719707,Mumbai,Chai Tapri,19.125470499871625,72.87523914355685,Café
1399,SEEPZ,400096,19.1253556,72.8751701719707,Mumbai,Subway,19.122094715883005,72.870806425913,Sandwich Place
1400,SEEPZ,400096,19.1253556,72.8751701719707,Mumbai,Sudha Vihar Veg,19.12714395423823,72.87425265626067,Vegetarian / Vegan Restaurant
1401,SEEPZ,400096,19.1253556,72.8751701719707,Mumbai,Hotel Sun City,19.128510850919433,72.87772816878115,Indian Restaurant
1402,SEEPZ,400096,19.1253556,72.8751701719707,Mumbai,SEEPZ,19.129521984855913,72.87795052063103,Government Building
1403,SEEPZ,400096,19.1253556,72.8751701719707,Mumbai,"Reliance Hangar, Mumbai Airport",19.130356600095656,72.87510068944368,Airport Terminal
1404,SEEPZ,400096,19.1253556,72.8751701719707,Mumbai,Aarey unit no.19,19.12994796287928,72.8774832429245,Farm
1405,SEEPZ,400096,19.1253556,72.8751701719707,Mumbai,Arome,19.129761026982546,72.87811781736777,Restaurant
1406,SEEPZ,400096,19.1253556,72.8751701719707,Mumbai,Midc restaurant,19.121165318512723,72.87167916936833,Diner
1407,Sahar,400099,19.0995955,72.867284,Mumbai,Peshawari,19.10395400387377,72.86987902868673,Indian Restaurant
1408,Sahar,400099,19.0995955,72.867284,Mumbai,ITC Maratha,19.10402335643933,72.86963760852814,Hotel
1409,Sahar,400099,19.0995955,72.867284,Mumbai,Pan Asian,19.104424065333735,72.86975055081648,Asian Restaurant
1410,Sahar,400099,19.0995955,72.867284,Mumbai,Dum Pukth,19.10406987143994,72.86982150430973,Indian Restaurant
1411,Sahar,400099,19.0995955,72.867284,Mumbai,Upper Crust Lounge,19.10403991098959,72.86983764356485,Hotel Bar
1412,Sahar,400099,19.0995955,72.867284,Mumbai,The Peshwa Pavilion,19.1040177034789,72.86986770672287,Indian Restaurant
1413,Sahar,400099,19.0995955,72.867284,Mumbai,Bombay High,19.10426151602542,72.8698212979368,Bar
1414,Sahar,400099,19.0995955,72.867284,Mumbai,Gym,19.10393771422395,72.86982783619327,Gym
1415,Saki Naka,400072,19.1082208,72.8835824,Mumbai,Burger King,19.107589968755946,72.88284726769875,Fast Food Restaurant
1416,Saki Naka,400072,19.1082208,72.8835824,Mumbai,British Brewing Company,19.107533825536684,72.8834540658058,Brewery
1417,Saki Naka,400072,19.1082208,72.8835824,Mumbai,Pizza Express,19.107447757123097,72.88345355722812,Italian Restaurant
1418,Saki Naka,400072,19.1082208,72.8835824,Mumbai,5 Spice,19.10639930536456,72.8845090094163,Chinese Restaurant
1419,Saki Naka,400072,19.1082208,72.8835824,Mumbai,Global Fusion,19.108244004465607,72.88317819041956,Restaurant
1420,Saki Naka,400072,19.1082208,72.8835824,Mumbai,TFB,19.106159052044173,72.88467114306954,Fast Food Restaurant
1421,Saki Naka,400072,19.1082208,72.8835824,Mumbai,Samvene,19.10805406995919,72.87957777599273,Bagel Shop
1422,Saki Naka,400072,19.1082208,72.8835824,Mumbai,The Bar Stock Exchange,19.105541997241264,72.8841592406414,Pub
1423,Saki Naka,400072,19.1082208,72.8835824,Mumbai,Barbeque Nation,19.107612906758266,72.88402422433657,BBQ Joint
1424,Saki Naka,400072,19.1082208,72.8835824,Mumbai,Mahesh Lunch Home,19.106865558109074,72.88454924140912,Seafood Restaurant
1425,Saki Naka,400072,19.1082208,72.8835824,Mumbai,Spirit Kitchen & Bar,19.106812165160576,72.88116503339843,Indian Restaurant
1426,Saki Naka,400072,19.1082208,72.8835824,Mumbai,Jughead's,19.10737716932721,72.88384709242133,Pub
1427,Saki Naka,400072,19.1082208,72.8835824,Mumbai,Asia Kitchen & Bar,19.104699309777107,72.88637605160552,Indian Chinese Restaurant
1428,Saki Naka,400072,19.1082208,72.8835824,Mumbai,Pop Tate's,19.10385253269812,72.88665166499476,American Restaurant
1429,Saki Naka,400072,19.1082208,72.8835824,Mumbai,Kailash Parbat,19.10586185218594,72.88530174357547,Indian Restaurant
1430,Saki Naka,400072,19.1082208,72.8835824,Mumbai,Domino's Pizza,19.107072251054824,72.88218828427475,Pizza Place
1431,Saki Naka,400072,19.1082208,72.8835824,Mumbai,Chakra Restaurant & Bar,19.1034718702735,72.88620503396372,Indian Restaurant
1432,Saki Naka,400072,19.1082208,72.8835824,Mumbai,Marol Naka Metro Station,19.108142549175707,72.87937294859846,Light Rail Station
1433,Saki Naka,400072,19.1082208,72.8835824,Mumbai,backstreet cafe,19.10384438262967,72.88643396823552,Bar
1434,Saki Naka,400072,19.1082208,72.8835824,Mumbai,McDonald's,19.106162451201143,72.88372993469238,Fast Food Restaurant
1435,Saki Naka,400072,19.1082208,72.8835824,Mumbai,Shalimar Restaurant,19.107005447312897,72.88442193533446,Indian Restaurant
1436,Saki Naka,400072,19.1082208,72.8835824,Mumbai,Urban Tadka,19.103745255876124,72.88655205656417,Indian Restaurant
1437,Saki Naka,400072,19.1082208,72.8835824,Mumbai,Cafe Coffee Day,19.10991217091558,72.8794215741696,Coffee Shop
1438,Saki Naka,400072,19.1082208,72.8835824,Mumbai,Cafe Coffee Day,19.107419510424467,72.88201835321419,Café
1439,Saki Naka,400072,19.1082208,72.8835824,Mumbai,McDonald's,19.10613905216254,72.88487836449845,Fast Food Restaurant
1440,Saki Naka,400072,19.1082208,72.8835824,Mumbai,Spice bazaar,19.105630310905173,72.88430194635657,Indian Restaurant
1441,Saki Naka,400072,19.1082208,72.8835824,Mumbai,"Poptates,Sakinaka",19.10383211812407,72.88628112779102,Fast Food Restaurant
1442,Saki Naka,400072,19.1082208,72.8835824,Mumbai,Subway,19.107060090108977,72.88398436384118,Sandwich Place
1443,Saki Naka,400072,19.1082208,72.8835824,Mumbai,Cafe Coffee Day,19.109873109725548,72.88134258352068,Café
1444,Saki Naka,400072,19.1082208,72.8835824,Mumbai,Cafe O,19.10370558957581,72.88639597646761,Café
1445,Saki Naka,400072,19.1082208,72.8835824,Mumbai,Delhi Highway,19.107631479319803,72.8833848719027,Restaurant
1446,Saki Naka,400072,19.1082208,72.8835824,Mumbai,CCD master piece,19.108786434871494,72.87965232685208,Café
1447,Saki Naka,400072,19.1082208,72.8835824,Mumbai,Riviera Restaurant,19.10819709115474,72.88779775504798,Indian Restaurant
1448,Saki Naka,400072,19.1082208,72.8835824,Mumbai,Shiv Sagar,19.10900957107106,72.88779775504798,South Indian Restaurant
1449,Saki Naka,400072,19.1082208,72.8835824,Mumbai,Vodafone Store,19.111215603797202,72.88800805173081,Mobile Phone Shop
1450,Saki Naka,400072,19.1082208,72.8835824,Mumbai,Sudarshan Veg Restaurant,19.103560889956665,72.88626541257092,Restaurant
1451,Saki Naka,400072,19.1082208,72.8835824,Mumbai,Cafe Coffee Day,19.10358117847498,72.88645233174954,Coffee Shop
1452,Santacruz (East),400055,19.0923364,72.85320060785088,Mumbai,Taj Santacruz,19.092823463014877,72.85460080717576,Hotel
1453,Santacruz (East),400055,19.0923364,72.85320060785088,Mumbai,Starbucks,19.092328904032183,72.85604975480553,Coffee Shop
1454,Santacruz (East),400055,19.0923364,72.85320060785088,Mumbai,Mad Over Donuts,19.09216152342403,72.85464406013489,Donut Shop
1455,Santacruz (East),400055,19.0923364,72.85320060785088,Mumbai,Sahara Star,19.095620245689616,72.85393809799987,Hotel
1456,Santacruz (East),400055,19.0923364,72.85320060785088,Mumbai,Mad Over Donuts,19.092991778695207,72.8561778814391,Donut Shop
1457,Santacruz (East),400055,19.0923364,72.85320060785088,Mumbai,Namak,19.09561883482252,72.85395589295454,Indian Restaurant
1458,Santacruz (East),400055,19.0923364,72.85320060785088,Mumbai,Tiqri,19.092720094105328,72.8544359088095,Bistro
1459,Santacruz (East),400055,19.0923364,72.85320060785088,Mumbai,24x7 Lounge,19.092636567027647,72.85580637465613,Whisky Bar
1460,Santacruz (East),400055,19.0923364,72.85320060785088,Mumbai,Summer Harvest,19.096881619639312,72.85035985331969,Indian Restaurant
1461,Santacruz (East),400055,19.0923364,72.85320060785088,Mumbai,Terminal f,19.092658318104025,72.85391449928284,Food Court
1462,Santacruz (East),400055,19.0923364,72.85320060785088,Mumbai,1B Lounge,19.093054457229137,72.85661635347883,Café
1463,Santacruz (East),400055,19.0923364,72.85320060785088,Mumbai,Subway,19.091756515024624,72.85351241593484,Sandwich Place
1464,Santacruz (East),400055,19.0923364,72.85320060785088,Mumbai,Good Times Lounge,19.091979449132804,72.85720328935912,Bar
1465,Santacruz (East),400055,19.0923364,72.85320060785088,Mumbai,Black Berry Restaurant & Bar,19.093105265587035,72.85580575650371,Bar
1466,Santacruz (East),400055,19.0923364,72.85320060785088,Mumbai,The Coffee Bean & Tea Leaf,19.092729160386014,72.85579710244572,Coffee Shop
1467,Santacruz (East),400055,19.0923364,72.85320060785088,Mumbai,The Coffee Bean & Tea Leaf,19.09240503743254,72.85557693518852,Coffee Shop
1468,Santacruz (East),400055,19.0923364,72.85320060785088,Mumbai,Sirkus,19.095001,72.854184,Nightclub
1469,Santacruz (East),400055,19.0923364,72.85320060785088,Mumbai,Idli.com,19.091949704031364,72.85386569754878,Indian Restaurant
1470,Santacruz (East),400055,19.0923364,72.85320060785088,Mumbai,Bawa International Hotel Mumbai,19.09649872777536,72.85344510579398,Hotel
1471,Santacruz (East),400055,19.0923364,72.85320060785088,Mumbai,Ultra Bar,19.091850708453872,72.85455091247032,Bar
1472,Santacruz (East),400055,19.0923364,72.85320060785088,Mumbai,Jet Airways Airport Lounge,19.09244650077533,72.85719905851538,Lounge
1473,Santacruz (East),400055,19.0923364,72.85320060785088,Mumbai,South of Vindhyas,19.09719560806091,72.85490730972703,Indian Restaurant
1474,Santacruz (East),400055,19.0923364,72.85320060785088,Mumbai,Subway,19.097048296082377,72.85123229026794,Sandwich Place
1475,Santacruz (East),400055,19.0923364,72.85320060785088,Mumbai,RC Sports Bar,19.09176079454511,72.85333740958195,Sports Bar
1476,Santacruz (East),400055,19.0923364,72.85320060785088,Mumbai,The Earth Plate,19.0956223326328,72.85394573712827,Restaurant
1477,Santacruz (East),400055,19.0923364,72.85320060785088,Mumbai,cafe coffee day,19.09748424596893,72.85257339477539,Coffee Shop
1478,Santacruz (East),400055,19.0923364,72.85320060785088,Mumbai,The Orchid Mumbai,19.097177019855053,72.8548662232106,Hotel
1479,Santacruz (East),400055,19.0923364,72.85320060785088,Mumbai,Cafe Coffee Day,19.09299336853368,72.85635096260211,Café
1480,Santacruz (East),400055,19.0923364,72.85320060785088,Mumbai,KFC,19.091960800460726,72.85371231905086,Fast Food Restaurant
1481,Santacruz (East),400055,19.0923364,72.85320060785088,Mumbai,Domino's Pizza,19.096737545810186,72.85204344857281,Pizza Place
1482,Santacruz (East),400055,19.0923364,72.85320060785088,Mumbai,Shiv Sagar,19.092537969506193,72.85601738075013,Fast Food Restaurant
1483,Santacruz (East),400055,19.0923364,72.85320060785088,Mumbai,Cafe Coffee Day,19.09227304889014,72.85318493843079,Café
1484,Santacruz (East),400055,19.0923364,72.85320060785088,Mumbai,Terminal 1C,19.09217166210587,72.85501956939697,Airport Terminal
1485,Santacruz (East),400055,19.0923364,72.85320060785088,Mumbai,Barista,19.092793498256004,72.85782004955146,Coffee Shop
1486,Santacruz (East),400055,19.0923364,72.85320060785088,Mumbai,Balaji restaurant,19.093284119826684,72.85578636869589,Indian Restaurant
1487,Santacruz (East),400055,19.0923364,72.85320060785088,Mumbai,Café Coffee Day - The Lounge,19.095412132867093,72.85289508533282,Café
1488,Santacruz (East),400055,19.0923364,72.85320060785088,Mumbai,Sahara,19.094935586732657,72.85227775316075,Hotel
1489,Santacruz (East),400055,19.0923364,72.85320060785088,Mumbai,Mars Lounge - Sahara Star,19.094940758123396,72.85418166976687,Café
1490,Santacruz (East),400055,19.0923364,72.85320060785088,Mumbai,RajniCan Idli Wala,19.094955616735284,72.85417013092334,Food Truck
1491,Santacruz (East),400055,19.0923364,72.85320060785088,Mumbai,the orchid,19.093126475814927,72.8502007361975,Hotel
1492,Santacruz (East),400055,19.0923364,72.85320060785088,Mumbai,Mabruk - The Mediterranean,19.095618966924164,72.85393990339139,Mediterranean Restaurant
1493,Santacruz (East),400055,19.0923364,72.85320060785088,Mumbai,Regent Travels !,19.09569737292267,72.85071422259982,Travel & Transport
1494,Santacruz (East),400055,19.0923364,72.85320060785088,Mumbai,Mocha juhu,19.096607569637833,72.85318355777218,Café
1495,Santacruz (East),400055,19.0923364,72.85320060785088,Mumbai,Cafe Chokolade,19.09683604762347,72.85170080578642,Dessert Shop
1496,Santacruz (West),400054,19.0923364,72.85320060785088,Mumbai,Taj Santacruz,19.092823463014877,72.85460080717576,Hotel
1497,Santacruz (West),400054,19.0923364,72.85320060785088,Mumbai,Starbucks,19.092328904032183,72.85604975480553,Coffee Shop
1498,Santacruz (West),400054,19.0923364,72.85320060785088,Mumbai,Mad Over Donuts,19.09216152342403,72.85464406013489,Donut Shop
1499,Santacruz (West),400054,19.0923364,72.85320060785088,Mumbai,Sahara Star,19.095620245689616,72.85393809799987,Hotel
1500,Santacruz (West),400054,19.0923364,72.85320060785088,Mumbai,Mad Over Donuts,19.092991778695207,72.8561778814391,Donut Shop
1501,Santacruz (West),400054,19.0923364,72.85320060785088,Mumbai,Namak,19.09561883482252,72.85395589295454,Indian Restaurant
1502,Santacruz (West),400054,19.0923364,72.85320060785088,Mumbai,Tiqri,19.092720094105328,72.8544359088095,Bistro
1503,Santacruz (West),400054,19.0923364,72.85320060785088,Mumbai,24x7 Lounge,19.092636567027647,72.85580637465613,Whisky Bar
1504,Santacruz (West),400054,19.0923364,72.85320060785088,Mumbai,Summer Harvest,19.096881619639312,72.85035985331969,Indian Restaurant
1505,Santacruz (West),400054,19.0923364,72.85320060785088,Mumbai,Terminal f,19.092658318104025,72.85391449928284,Food Court
1506,Santacruz (West),400054,19.0923364,72.85320060785088,Mumbai,1B Lounge,19.093054457229137,72.85661635347883,Café
1507,Santacruz (West),400054,19.0923364,72.85320060785088,Mumbai,Subway,19.091756515024624,72.85351241593484,Sandwich Place
1508,Santacruz (West),400054,19.0923364,72.85320060785088,Mumbai,Good Times Lounge,19.091979449132804,72.85720328935912,Bar
1509,Santacruz (West),400054,19.0923364,72.85320060785088,Mumbai,Black Berry Restaurant & Bar,19.093105265587035,72.85580575650371,Bar
1510,Santacruz (West),400054,19.0923364,72.85320060785088,Mumbai,The Coffee Bean & Tea Leaf,19.092729160386014,72.85579710244572,Coffee Shop
1511,Santacruz (West),400054,19.0923364,72.85320060785088,Mumbai,The Coffee Bean & Tea Leaf,19.09240503743254,72.85557693518852,Coffee Shop
1512,Santacruz (West),400054,19.0923364,72.85320060785088,Mumbai,Sirkus,19.095001,72.854184,Nightclub
1513,Santacruz (West),400054,19.0923364,72.85320060785088,Mumbai,Idli.com,19.091949704031364,72.85386569754878,Indian Restaurant
1514,Santacruz (West),400054,19.0923364,72.85320060785088,Mumbai,Bawa International Hotel Mumbai,19.09649872777536,72.85344510579398,Hotel
1515,Santacruz (West),400054,19.0923364,72.85320060785088,Mumbai,Ultra Bar,19.091850708453872,72.85455091247032,Bar
1516,Santacruz (West),400054,19.0923364,72.85320060785088,Mumbai,Jet Airways Airport Lounge,19.09244650077533,72.85719905851538,Lounge
1517,Santacruz (West),400054,19.0923364,72.85320060785088,Mumbai,South of Vindhyas,19.09719560806091,72.85490730972703,Indian Restaurant
1518,Santacruz (West),400054,19.0923364,72.85320060785088,Mumbai,Subway,19.097048296082377,72.85123229026794,Sandwich Place
1519,Santacruz (West),400054,19.0923364,72.85320060785088,Mumbai,RC Sports Bar,19.09176079454511,72.85333740958195,Sports Bar
1520,Santacruz (West),400054,19.0923364,72.85320060785088,Mumbai,The Earth Plate,19.0956223326328,72.85394573712827,Restaurant
1521,Santacruz (West),400054,19.0923364,72.85320060785088,Mumbai,cafe coffee day,19.09748424596893,72.85257339477539,Coffee Shop
1522,Santacruz (West),400054,19.0923364,72.85320060785088,Mumbai,The Orchid Mumbai,19.097177019855053,72.8548662232106,Hotel
1523,Santacruz (West),400054,19.0923364,72.85320060785088,Mumbai,Cafe Coffee Day,19.09299336853368,72.85635096260211,Café
1524,Santacruz (West),400054,19.0923364,72.85320060785088,Mumbai,KFC,19.091960800460726,72.85371231905086,Fast Food Restaurant
1525,Santacruz (West),400054,19.0923364,72.85320060785088,Mumbai,Domino's Pizza,19.096737545810186,72.85204344857281,Pizza Place
1526,Santacruz (West),400054,19.0923364,72.85320060785088,Mumbai,Shiv Sagar,19.092537969506193,72.85601738075013,Fast Food Restaurant
1527,Santacruz (West),400054,19.0923364,72.85320060785088,Mumbai,Cafe Coffee Day,19.09227304889014,72.85318493843079,Café
1528,Santacruz (West),400054,19.0923364,72.85320060785088,Mumbai,Terminal 1C,19.09217166210587,72.85501956939697,Airport Terminal
1529,Santacruz (West),400054,19.0923364,72.85320060785088,Mumbai,Barista,19.092793498256004,72.85782004955146,Coffee Shop
1530,Santacruz (West),400054,19.0923364,72.85320060785088,Mumbai,Balaji restaurant,19.093284119826684,72.85578636869589,Indian Restaurant
1531,Santacruz (West),400054,19.0923364,72.85320060785088,Mumbai,Café Coffee Day - The Lounge,19.095412132867093,72.85289508533282,Café
1532,Santacruz (West),400054,19.0923364,72.85320060785088,Mumbai,Sahara,19.094935586732657,72.85227775316075,Hotel
1533,Santacruz (West),400054,19.0923364,72.85320060785088,Mumbai,Mars Lounge - Sahara Star,19.094940758123396,72.85418166976687,Café
1534,Santacruz (West),400054,19.0923364,72.85320060785088,Mumbai,RajniCan Idli Wala,19.094955616735284,72.85417013092334,Food Truck
1535,Santacruz (West),400054,19.0923364,72.85320060785088,Mumbai,the orchid,19.093126475814927,72.8502007361975,Hotel
1536,Santacruz (West),400054,19.0923364,72.85320060785088,Mumbai,Mabruk - The Mediterranean,19.095618966924164,72.85393990339139,Mediterranean Restaurant
1537,Santacruz (West),400054,19.0923364,72.85320060785088,Mumbai,Regent Travels !,19.09569737292267,72.85071422259982,Travel & Transport
1538,Santacruz (West),400054,19.0923364,72.85320060785088,Mumbai,Mocha juhu,19.096607569637833,72.85318355777218,Café
1539,Santacruz (West),400054,19.0923364,72.85320060785088,Mumbai,Cafe Chokolade,19.09683604762347,72.85170080578642,Dessert Shop
1540,Santacruz P&T Colony,400029,19.0923132,72.8446354,Mumbai,Talwalkars Gym Santacruz,19.091515199238632,72.84588509972409,Gym
1541,Santacruz P&T Colony,400029,19.0923132,72.8446354,Mumbai,Grand Café,19.09042087061795,72.84383687645867,Wine Bar
1542,Santacruz P&T Colony,400029,19.0923132,72.8446354,Mumbai,My Fitness Club,19.09570739106116,72.84553315272855,Gym
1543,Santacruz P&T Colony,400029,19.0923132,72.8446354,Mumbai,Shamia Restaurant,19.089758397684584,72.84008656381289,Indian Restaurant
1544,Santacruz P&T Colony,400029,19.0923132,72.8446354,Mumbai,Tea Trails,19.097307,72.84409,Café
1545,Santacruz P&T Colony,400029,19.0923132,72.8446354,Mumbai,Samsung Plaza,19.094398136185877,72.83961921311082,Electronics Store
1546,Sewri,400015,18.9987796,72.8544218,Mumbai,Sewri Railway Station,18.99936117439511,72.85459706776874,Train Station
1547,Sewri,400015,18.9987796,72.8544218,Mumbai,Sewri Bus Depot,18.998430673949894,72.85268161550697,Bus Station
1548,Sewri,400015,18.9987796,72.8544218,Mumbai,Sweri Jeti,18.997728056678607,72.85441244652236,Harbor / Marina
1549,Sewri,400015,18.9987796,72.8544218,Mumbai,Sanderi,18.996419685016285,72.85384127365192,River
1550,Sewri,400015,18.9987796,72.8544218,Mumbai,Rashtriya hotel.,18.998977922235618,72.85052382889191,Breakfast Spot
1551,Sewri,400015,18.9987796,72.8544218,Mumbai,sewri market,18.998786533160853,72.85025843135303,Flea Market
1552,Sewri,400015,18.9987796,72.8544218,Mumbai,Rnb. . .,18.998181255977386,72.85016034958048,Nightclub
1553,Sewri,400015,18.9987796,72.8544218,Mumbai,Volkswagen Downtown Service,19.00404769715941,72.85492592401584,Auto Garage
1554,Shivaji Nagar (Kurla),400043,19.0542928,72.87029773141101,Mumbai,Chunabhatti Station,19.051860514289388,72.86919323997964,Train Station
1555,Shivaji Nagar (Kurla),400043,19.0542928,72.87029773141101,Mumbai,Chunabhatti Bus Depo,19.055099573893212,72.8690951658698,Bus Station
1556,Shivaji Nagar (Kurla),400043,19.0542928,72.87029773141101,Mumbai,Zaza,19.052174511026486,72.86850095129503,Pizza Place
1557,Shivaji Nagar (Kurla),400043,19.0542928,72.87029773141101,Mumbai,sion subway,19.049697,72.871811,Metro Station
1558,Shivaji Nagar (Kurla),400043,19.0542928,72.87029773141101,Mumbai,Kj Somaiya Mess,19.049778718430925,72.87212390678725,Food Court
1559,Shivaji Nagar (Kurla),400043,19.0542928,72.87029773141101,Mumbai,K. J. Somaiya Ground,19.050022455584646,72.87310463380695,Event Space
1560,Sion,400022,19.0465213,72.8632834,Mumbai,Guru Kripa,19.042954612559253,72.86179617563526,Indian Restaurant
1561,Sion,400022,19.0465213,72.8632834,Mumbai,Guru Kripa (A1 Samosa),19.04298826438853,72.86178476068031,Snack Place
1562,Sion,400022,19.0465213,72.8632834,Mumbai,BM Juice Centre,19.044326318171912,72.8648433265277,Juice Bar
1563,Sion,400022,19.0465213,72.8632834,Mumbai,Sion lunch home,19.045531221133896,72.86426640903933,Indian Restaurant
1564,Sion,400022,19.0465213,72.8632834,Mumbai,Peninsula Next,19.041875480784487,72.86468871275761,Indian Restaurant
1565,Sion,400022,19.0465213,72.8632834,Mumbai,"YFC Live Fit, Sion",19.041831179166696,72.86319487735045,Gym / Fitness Center
1566,Sion,400022,19.0465213,72.8632834,Mumbai,Aparna Lunch Home,19.045211681553926,72.86506731662769,Seafood Restaurant
1567,Sion,400022,19.0465213,72.8632834,Mumbai,Cafe Vrindavan,19.045404059977525,72.86365216009519,Indian Restaurant
1568,Sion,400022,19.0465213,72.8632834,Mumbai,Gelato Italiano,19.0446275256758,72.86411064110362,Dessert Shop
1569,Sion,400022,19.0465213,72.8632834,Mumbai,Modern Lunch Home,19.04541906032863,72.86402602636001,Seafood Restaurant
1570,Sion,400022,19.0465213,72.8632834,Mumbai,Subway,19.042902535948084,72.86318756969644,Sandwich Place
1571,Sion,400022,19.0465213,72.8632834,Mumbai,Peninsula,19.04188050879237,72.86297410893258,Indian Restaurant
1572,Sion,400022,19.0465213,72.8632834,Mumbai,Modern Restaurant,19.04600945295671,72.86456640631312,Seafood Restaurant
1573,Sion,400022,19.0465213,72.8632834,Mumbai,Plaza Theatre,19.046937372391753,72.8631529544502,Movie Theater
1574,Sion,400022,19.0465213,72.8632834,Mumbai,Rani laxmi bai chowk,19.044916153037317,72.86401897395278,Bus Stop
1575,Sion,400022,19.0465213,72.8632834,Mumbai,Sip n Dine,19.045202891307866,72.8642548706931,Restaurant
1576,Sion,400022,19.0465213,72.8632834,Mumbai,Arts And Motion Dance Studio [Melvin Louis Dance Company],19.04553826202655,72.86471063563107,Dance Studio
1577,Sion,400022,19.0465213,72.8632834,Mumbai,Tirupati Juice Center,19.04537797232359,72.86382218166689,Juice Bar
1578,Sion,400022,19.0465213,72.8632834,Mumbai,"Crossword, Sion",19.044143764189478,72.86431833168525,Bookstore
1579,Sion,400022,19.0465213,72.8632834,Mumbai,Steve Madden,19.047028102037412,72.8609848022461,Boutique
1580,Sion,400022,19.0465213,72.8632834,Mumbai,That Studio,19.04384313358999,72.8634702606887,Music Venue
1581,Sion,400022,19.0465213,72.8632834,Mumbai,Your Fitness,19.04343211262675,72.86215323099054,Gym / Fitness Center
1582,Sion,400022,19.0465213,72.8632834,Mumbai,Monginis Cake Shop,19.042516811838965,72.86411641028884,Bakery
1583,Sion,400022,19.0465213,72.8632834,Mumbai,HDFC Bank,19.04203022372243,72.86417987131729,Bank
1584,Sion,400022,19.0465213,72.8632834,Mumbai,Ratnadeep Digital Centre,19.041905062863815,72.86326833858504,Arts & Crafts Store
1585,Sion,400022,19.0465213,72.8632834,Mumbai,Cafe Coffee Day,19.043424385527732,72.86233664572978,Coffee Shop
1586,Sion,400022,19.0465213,72.8632834,Mumbai,Love & Latte,19.048849,72.85884331765192,Café
1587,Sion,400022,19.0465213,72.8632834,Mumbai,2012,19.05152835643437,72.86251257150263,Nightclub
1588,Sion,400022,19.0465213,72.8632834,Mumbai,PVR Cinemas,19.041403,72.8645,Movie Theater
1589,Tagore Nagar,400083,19.1176276,72.9322006,Mumbai,Moksha,19.120012364966584,72.92719419244845,Indian Restaurant
1590,Tagore Nagar,400083,19.1176276,72.9322006,Mumbai,Praveen hotel,19.115620540764525,72.93485930451897,Indian Restaurant
1591,Tagore Nagar,400083,19.1176276,72.9322006,Mumbai,I'm sexy and I know it,19.11376704431573,72.9327253251644,Sake Bar
1592,Tagore Nagar,400083,19.1176276,72.9322006,Mumbai,Laughing away,19.118142378013495,72.93639921828762,Comedy Club
1593,Tagore Nagar,400083,19.1176276,72.9322006,Mumbai,New Punjabi Tadka,19.119232661362005,72.93617428768391,Indian Restaurant
1594,Tank Road,400033,19.02816595,72.86832536911001,Mumbai,Domino's Pizza,19.03,72.867,Pizza Place
1595,Tank Road,400033,19.02816595,72.86832536911001,Mumbai,Olympia Coffee House,19.029502762891664,72.86287307739258,Indian Restaurant
1596,Telecom Factory Deonar,400088,19.046900450000003,72.91846239254781,Mumbai,Vijay Punjab,19.045435038184205,72.91563656751569,Food
1597,Telecom Factory Deonar,400088,19.046900450000003,72.91846239254781,Mumbai,Cafe XO,19.04722059440001,72.91454224843916,Pub
1598,Telecom Factory Deonar,400088,19.046900450000003,72.91846239254781,Mumbai,China Bistro,19.04567276270593,72.91471125944274,Chinese Restaurant
1599,Telecom Factory Deonar,400088,19.046900450000003,72.91846239254781,Mumbai,Hotel Ajay,19.045222330901307,72.92077468793961,Indian Restaurant
1600,Tilak Nagar,400089,19.0692377,72.8978464,Mumbai,IVY Restaurant & Banquets,19.069663288262202,72.900534957865,Restaurant
1601,Tilak Nagar,400089,19.0692377,72.8978464,Mumbai,L5 Restaurant & Lounge,19.069080229212464,72.90041710858753,Lounge
1602,Tilak Nagar,400089,19.0692377,72.8978464,Mumbai,GD's Chinese Corner,19.071278419010948,72.89715322489639,Chinese Restaurant
1603,Tilak Nagar,400089,19.0692377,72.8978464,Mumbai,Little Italy,19.069009732519675,72.90052139042739,Italian Restaurant
1604,Tilak Nagar,400089,19.0692377,72.8978464,Mumbai,Tilak Nagar Ground,19.069090644664783,72.89643899166956,Playground
1605,Tilak Nagar,400089,19.0692377,72.8978464,Mumbai,McDonald's,19.0690342930627,72.90051003325276,Fast Food Restaurant
1606,Tilak Nagar,400089,19.0692377,72.8978464,Mumbai,Sankalp,19.069034920420858,72.90051145611453,Indian Restaurant
1607,Tilak Nagar,400089,19.0692377,72.8978464,Mumbai,R S Mani Supermarket,19.070600842517177,72.89834832849782,Convenience Store
1608,Tilak Nagar,400089,19.0692377,72.8978464,Mumbai,"Shoppers Stop, Chembur",19.069359421633006,72.90063835899626,Shopping Mall
1609,Tilak Nagar,400089,19.0692377,72.8978464,Mumbai,Sam's Pizza,19.06903684679076,72.90054816355718,Pizza Place
1610,Tilak Nagar,400089,19.0692377,72.8978464,Mumbai,Dynamic Gym N Fitness Centre,19.070238521095185,72.8963946298273,Gym / Fitness Center
1611,Tilak Nagar,400089,19.0692377,72.8978464,Mumbai,Paratha's and more,19.068834442340638,72.89970389075017,Asian Restaurant
1612,Tilak Nagar,400089,19.0692377,72.8978464,Mumbai,Amul Icecream Parlour,19.07062494075572,72.8991385933792,Ice Cream Shop
1613,Tilak Nagar,400089,19.0692377,72.8978464,Mumbai,Rajdhani,19.068626490261465,72.90006928540133,Indian Restaurant
